arrHighscores(,1,",",2,).gameTime = ,31,,"arrHighscores(1,2).gameTime = 31",,,,"arrHighscores(1,2).gameTime = 31"
arrHighscores(,1,",",3,).playerName = ,"""Isaac""",,"arrHighscores(1,3).playerName = ""Isaac""",,,,"arrHighscores(1,3).playerName = ""Isaac"""
arrHighscores(,1,",",3,).gameTime = ,41,,"arrHighscores(1,3).gameTime = 41",,,,"arrHighscores(1,3).gameTime = 41"
arrHighscores(,1,",",4,).playerName = ,"""Jacob""",,"arrHighscores(1,4).playerName = ""Jacob""",,,,"arrHighscores(1,4).playerName = ""Jacob"""
arrHighscores(,1,",",4,).gameTime = ,51,,"arrHighscores(1,4).gameTime = 51",,,,"arrHighscores(1,4).gameTime = 51"
arrHighscores(,2,",",0,).playerName = ,"""Kevin""",,"arrHighscores(2,0).playerName = ""Kevin""",,,,"arrHighscores(2,0).playerName = ""Kevin"""
arrHighscores(,2,",",0,).gameTime = ,12,,"arrHighscores(2,0).gameTime = 12",,,,"arrHighscores(2,0).gameTime = 12"
arrHighscores(,2,",",1,).playerName = ,"""Ludwig""",,"arrHighscores(2,1).playerName = ""Ludwig""",,,,"arrHighscores(2,1).playerName = ""Ludwig"""
arrHighscores(,2,",",1,).gameTime = ,22,,"arrHighscores(2,1).gameTime = 22",,,,"arrHighscores(2,1).gameTime = 22"
arrHighscores(,2,",",2,).playerName = ,"""Monty""",,"arrHighscores(2,2).playerName = ""Monty""",,,,"arrHighscores(2,2).playerName = ""Monty"""
arrHighscores(,2,",",2,).gameTime = ,32,,"arrHighscores(2,2).gameTime = 32",,,,"arrHighscores(2,2).gameTime = 32"
arrHighscores(,2,",",3,).playerName = ,"""Nathan""",,"arrHighscores(2,3).playerName = ""Nathan""",,,,"arrHighscores(2,3).playerName = ""Nathan"""
arrHighscores(,2,",",3,).gameTime = ,42,,"arrHighscores(2,3).gameTime = 42",,,,"arrHighscores(2,3).gameTime = 42"
arrHighscores(,2,",",4,).playerName = ,"""Olivia""",,"arrHighscores(2,4).playerName = ""Olivia""",,,,"arrHighscores(2,4).playerName = ""Olivia"""
arrHighscores(,2,",",4,).gameTime = ,52,,"arrHighscores(2,4).gameTime = 52",,,,"arrHighscores(2,4).gameTime = 52"
,,,,,,,,,,,
arrHighscores(,0,",",0,).playerName = ,"""Alfred""",,"arrHighscores(0,0).playerName = ""Alfred""",,,,"arrHighscores(0,0).playerName = ""Alfred"""
arrHighscores(,0,",",0,).gameTime = ,10,,"arrHighscores(0,0).gameTime = 10",,,,"arrHighscores(0,0).gameTime = 10"
arrHighscores(,0,",",1,).playerName = ,"""Bob""",,"arrHighscores(0,1).playerName = ""Bob""",,,,"arrHighscores(0,1).playerName = ""Bob"""
arrHighscores(,0,",",1,).gameTime = ,20,,"arrHighscores(0,1).gameTime = 20",,,,"arrHighscores(0,1).gameTime = 20"
arrHighscores(,0,",",2,).playerName = ,"""Cheryl""",,"arrHighscores(0,2).playerName = ""Cheryl""",,,,"arrHighscores(0,2).playerName = ""Cheryl"""
arrHighscores(,0,",",2,).gameTime = ,20,,"arrHighscores(0,2).gameTime = 20",,,,"arrHighscores(0,2).gameTime = 20"
arrHighscores(,0,",",3,).playerName = ,"""Damon""",,"arrHighscores(0,3).playerName = ""Damon""",,,,"arrHighscores(0,3).playerName = ""Damon"""
arrHighscores(,0,",",3,).gameTime = ,40,,"arrHighscores(0,3).gameTime = 40",,,,"arrHighscores(0,3).gameTime = 40"
arrHighscores(,0,",",4,).playerName = ,"""Edvin""",,"arrHighscores(0,4).playerName = ""Edvin""",,,,"arrHighscores(0,4).playerName = ""Edvin"""
arrHighscores(,0,",",4,).gameTime = ,40,,"arrHighscores(0,4).gameTime = 40",,,,"arrHighscores(0,4).gameTime = 40"
arrHighscores(,1,",",0,).playerName = ,"""Frank""",,"arrHighscores(1,0).playerName = ""Frank""",,,,"arrHighscores(1,0).playerName = ""Frank"""
arrHighscores(,1,",",0,).gameTime = ,11,,"arrHighscores(1,0).gameTime = 11",,,,"arrHighscores(1,0).gameTime = 11"
arrHighscores(,1,",",1,).playerName = ,"""George""",,"arrHighscores(1,1).playerName = ""George""",,,,"arrHighscores(1,1).playerName = ""George"""
arrHighscores(,1,",",1,).gameTime = ,21,,"arrHighscores(1,1).gameTime = 21",,,,"arrHighscores(1,1).gameTime = 21"
arrHighscores(,1,",",2,).playerName = ,"""Henry""",,"arrHighscores(1,2).playerName = ""Henry""",,,,"arrHighscores(1,2).playerName = ""Henry"""
arrHighscores(,1,",",2,).gameTime = ,21,,"arrHighscores(1,2).gameTime = 21",,,,"arrHighscores(1,2).gameTime = 21"
arrHighscores(,1,",",3,).playerName = ,"""Isaac""",,"arrHighscores(1,3).playerName = ""Isaac""",,,,"arrHighscores(1,3).playerName = ""Isaac"""
arrHighscores(,1,",",3,).gameTime = ,21,,"arrHighscores(1,3).gameTime = 21",,,,"arrHighscores(1,3).gameTime = 21"
arrHighscores(,1,",",4,).playerName = ,"""Jacob""",,"arrHighscores(1,4).playerName = ""Jacob""",,,,"arrHighscores(1,4).playerName = ""Jacob"""
arrHighscores(,1,",",4,).gameTime = ,51,,"arrHighscores(1,4).gameTime = 51",,,,"arrHighscores(1,4).gameTime = 51"
arrHighscores(,2,",",0,).playerName = ,"""Kevin""",,"arrHighscores(2,0).playerName = ""Kevin""",,,,"arrHighscores(2,0).playerName = ""Kevin"""
arrHighscores(,2,",",0,).gameTime = ,12,,"arrHighscores(2,0).gameTime = 12",,,,"arrHighscores(2,0).gameTime = 12"
arrHighscores(,2,",",1,).playerName = ,"""Ludwig""",,"arrHighscores(2,1).playerName = ""Ludwig""",,,,"arrHighscores(2,1).playerName = ""Ludwig"""
arrHighscores(,2,",",1,).gameTime = ,12,,"arrHighscores(2,1).gameTime = 12",,,,"arrHighscores(2,1).gameTime = 12"
arrHighscores(,2,",",2,).playerName = ,"""Monty""",,"arrHighscores(2,2).playerName = ""Monty""",,,,"arrHighscores(2,2).playerName = ""Monty"""
arrHighscores(,2,",",2,).gameTime = ,12,,"arrHighscores(2,2).gameTime = 12",,,,"arrHighscores(2,2).gameTime = 12"
arrHighscores(,2,",",3,).playerName = ,"""Nathan""",,"arrHighscores(2,3).playerName = ""Nathan""",,,,"arrHighscores(2,3).playerName = ""Nathan"""
arrHighscores(,2,",",3,).gameTime = ,42,,"arrHighscores(2,3).gameTime = 42",,,,"arrHighscores(2,3).gameTime = 42"
arrHighscores(,2,",",4,).playerName = ,"""Olivia""",,"arrHighscores(2,4).playerName = ""Olivia""",,,,"arrHighscores(2,4).playerName = ""Olivia"""
arrHighscores(,2,",",4,).gameTime = ,52,,"arrHighscores(2,4).gameTime = 52",,,,"arrHighscores(2,4).gameTime = 52"
,,,,,,,,,,,
arrHighscores(,0,",",0,).playerName = ,"""Alfred""",,"arrHighscores(0,0).playerName = ""Alfred""",,,,"arrHighscores(0,0).playerName = ""Edvin"""
arrHighscores(,0,",",0,).gameTime = ,50,,"arrHighscores(0,0).gameTime = 50",,,,"arrHighscores(0,0).gameTime = 10"
arrHighscores(,0,",",1,).playerName = ,"""Bob""",,"arrHighscores(0,1).playerName = ""Bob""",,,,"arrHighscores(0,1).playerName = ""Damon"""
arrHighscores(,0,",",1,).gameTime = ,40,,"arrHighscores(0,1).gameTime = 40",,,,"arrHighscores(0,1).gameTime = 20"
arrHighscores(,0,",",2,).playerName = ,"""Cheryl""",,"arrHighscores(0,2).playerName = ""Cheryl""",,,,"arrHighscores(0,2).playerName = ""Cheryl"""
arrHighscores(,0,",",2,).gameTime = ,30,,"arrHighscores(0,2).gameTime = 30",,,,"arrHighscores(0,2).gameTime = 30"
arrHighscores(,0,",",3,).playerName = ,"""Damon""",,"arrHighscores(0,3).playerName = ""Damon""",,,,"arrHighscores(0,3).playerName = ""Damon"""
arrHighscores(,0,",",3,).gameTime = ,20,,"arrHighscores(0,3).gameTime = 20",,,,"arrHighscores(0,3).gameTime = 20"
arrHighscores(,0,",",4,).playerName = ,"""Edvin""",,"arrHighscores(0,4).playerName = ""Edvin""",,,,"arrHighscores(0,4).playerName = ""Edvin"""
arrHighscores(,0,",",4,).gameTime = ,10,,"arrHighscores(0,4).gameTime = 10",,,,"arrHighscores(0,4).gameTime = 10"
arrHighscores(,1,",",0,).playerName = ,"""Frank""",,"arrHighscores(1,0).playerName = ""Frank""",,,,"arrHighscores(1,0).playerName = ""Frank"""
arrHighscores(,1,",",0,).gameTime = ,51,,"arrHighscores(1,0).gameTime = 51",,,,"arrHighscores(1,0).gameTime = 51"
arrHighscores(,1,",",1,).playerName = ,"""George""",,"arrHighscores(1,1).playerName = ""George""",,,,"arrHighscores(1,1).playerName = ""George"""
arrHighscores(,1,",",1,).gameTime = ,41,,"arrHighscores(1,1).gameTime = 41",,,,"arrHighscores(1,1).gameTime = 41"
arrHighscores(,1,",",2,).playerName = ,"""Henry""",,"arrHighscores(1,2).playerName = ""Henry""",,,,"arrHighscores(1,2).playerName = ""Henry"""
arrHighscores(,1,",",2,).gameTime = ,31,,"arrHighscores(1,2).gameTime = 31",,,,"arrHighscores(1,2).gameTime = 31"
arrHighscores(,1,",",3,).playerName = ,"""Isaac""",,"arrHighscores(1,3).playerName = ""Isaac""",,,,"arrHighscores(1,3).playerName = ""Isaac"""
arrHighscores(,1,",",3,).gameTime = ,21,,"arrHighscores(1,3).gameTime = 21",,,,"arrHighscores(1,3).gameTime = 21"
arrHighscores(,1,",",4,).playerName = ,"""Jacob""",,"arrHighscores(1,4).playerName = ""Jacob""",,,,"arrHighscores(1,4).playerName = ""Jacob"""
arrHighscores(,1,",",4,).gameTime = ,11,,"arrHighscores(1,4).gameTime = 11",,,,"arrHighscores(1,4).gameTime = 11"
arrHighscores(,2,",",0,).playerName = ,"""Kevin""",,"arrHighscores(2,0).playerName = ""Kevin""",,,,"arrHighscores(2,0).playerName = ""Kevin"""
arrHighscores(,2,",",0,).gameTime = ,52,,"arrHighscores(2,0).gameTime = 52",,,,"arrHighscores(2,0).gameTime = 52"
arrHighscores(,2,",",1,).playerName = ,"""Ludwig""",,"arrHighscores(2,1).playerName = ""Ludwig""",,,,"arrHighscores(2,1).playerName = ""Ludwig"""
arrHighscores(,2,",",1,).gameTime = ,42,,"arrHighscores(2,1).gameTime = 42",,,,"arrHighscores(2,1).gameTime = 42"
arrHighscores(,2,",",2,).playerName = ,"""Monty""",,"arrHighscores(2,2).playerName = ""Monty""",,,,"arrHighscores(2,2).playerName = ""Monty"""
arrHighscores(,2,",",2,).gameTime = ,32,,"arrHighscores(2,2).gameTime = 32",,,,"arrHighscores(2,2).gameTime = 32"
arrHighscores(,2,",",3,).playerName = ,"""Nathan""",,"arrHighscores(2,3).playerName = ""Nathan""",,,,"arrHighscores(2,3).playerName = ""Nathan"""
arrHighscores(,2,",",3,).gameTime = ,22,,"arrHighscores(2,3).gameTime = 22",,,,"arrHighscores(2,3).gameTime = 22"
arrHighscores(,2,",",4,).playerName = ,"""Olivia""",,"arrHighscores(2,4).playerName = ""Olivia""",,,,"arrHighscores(2,4).playerName = ""Olivia"""
arrHighscores(,2,",",4,).gameTime = ,12,,"arrHighscores(2,4).gameTime = 12",,,,"arrHighscores(2,4).gameTime = 12"
